img_id	description
130786	"notebook, notebook computer"
382453	"ram, tup"
580137	"pizza, pizza pie"
329001	"English springer, English springer spaniel"
492801	"ski"
506919	"wing"
212199	"passenger car, coach, carriage"
471182	"shoji"
015927	"seashore, coast, seacoast, sea-coast"
001942	"tabby, tabby cat"
178572	"mailbox, letter box"
422623	"zebra"
309552	"ballplayer, baseball player"
399392	"potter's wheel"
012315	"plunger, plumber's helper"
154496	"soccer ball"
294580	"suit, suit of clothes"
482747	"bassoon"
274376	"tow truck, tow car, wrecker"
106371	"toilet seat"
054738	"pajama, pyjama, pj's, jammies"
454951	"wing"
459003	"palace"
204203	"goblet"
578961	"fireboat"
335479	"shoe shop, shoe-shop, shoe store"
435249	"vase"
015276	"go-kart"
211927	"paper towel"
118302	"desk"
030175	"street sign"
397210	"electric locomotive"
258174	"street sign"
222024	"prayer rug, prayer mat"
062427	"cheetah, chetah, Acinonyx jubatus"
109820	"acorn squash"
313820	"shovel"
241897	"paddle, boat paddle"
480996	"ski"
556282	"broccoli"
437073	"Dutch oven"
303389	"monitor"
135258	"ski"
199134	"fountain"
316657	"puck, hockey puck"
566488	"park bench"
204537	"baseball"
395735	"leopard, Panthera pardus"
497216	"golf ball"
523995	"groom, bridegroom"
329644	"cheetah, chetah, Acinonyx jubatus"
052037	"restaurant, eating house, eating place, eatery"
557306	"toilet seat"
242717	"zebra"
388575	"cheetah, chetah, Acinonyx jubatus"
045524	"unicycle, monocycle"
365541	"swing"
268192	"paddle, boat paddle"
036282	"umbrella"
336874	"racket, racquet"
240199	"parachute, chute"
505388	"crash helmet"
186338	"lawn mower, mower"
493329	"street sign"
451279	"desk"
136943	"moped"
134772	"dishwasher, dish washer, dishwashing machine"
327281	"cab, hack, taxi, taxicab"
384853	"vase"
185520	"racket, racquet"
076430	"alp"
415131	"alp"
497821	"parachute, chute"
502726	"studio couch, day bed"
172232	"vending machine"
136704	"passenger car, coach, carriage"
553179	"suit, suit of clothes"
429039	"ballplayer, baseball player"
086119	"plate"
563070	"streetcar, tram, tramcar, trolley, trolley car"
129064	"suit, suit of clothes"
572413	"alp"
219411	"jigsaw puzzle"
304221	"notebook, notebook computer"
478982	"street sign"
235976	"mobile home, manufactured home"
511121	"crane"
577283	"hotdog, hot dog, red hot"
206528	"snowplow, snowplough"
240527	"laptop, laptop computer"
219322	"syringe"
310526	"traffic light, traffic signal, stoplight"
441345	"electric locomotive"
576733	"drilling platform, offshore rig"
292977	"minivan"
377515	"Dutch oven"
269723	"analog clock"
148541	"lipstick, lip rouge"
444432	"passenger car, coach, carriage"
462135	"medicine chest, medicine cabinet"
004893	"washbasin, handbasin, washbowl, lavabo, wash-hand basin"
408292	"laptop, laptop computer"
418181	"cinema, movie theater, movie theatre, movie house, picture palace"
461914	"worm fence, snake fence, snake-rail fence, Virginia fence"
410648	"African elephant, Loxodonta africana"
236141	"snowmobile"
177550	"warplane, military plane"
249309	"traffic light, traffic signal, stoplight"
401169	"swimming trunks, bathing trunks"
115342	"ox"
065448	"iPod"
576011	"weasel"
394713	"dogsled, dog sled, dog sleigh"
038055	"robin, American robin, Turdus migratorius"
125928	"Pomeranian"
118158	"ice cream, icecream"
004318	"zebra"
163103	"ski"
470912	"carton"
063081	"window shade"
232311	"shield, buckler"
185760	"motor scooter, scooter"
412142	"passenger car, coach, carriage"
286925	"paddle, boat paddle"
407607	"entertainment center"
087647	"bow tie, bow-tie, bowtie"
517370	"liner, ocean liner"
408978	"racket, racquet"
333824	"chainlink fence"
444392	"broccoli"
571051	"stretcher"
298310	"unicycle, monocycle"
491502	"pizza, pizza pie"
342385	"sandbar, sand bar"
505113	"zebra"
168282	"parachute, chute"
333494	"zebra"
314852	"ski"
491453	"ram, tup"
243207	"airliner"
214453	"car mirror"
302945	"street sign"
250372	"zebra"
301591	"cheeseburger"
513861	"ballplayer, baseball player"
525462	"corkscrew, bottle screw"
328652	"park bench"
253584	"dogsled, dog sled, dog sleigh"
418214	"ski"
128740	"bannister, banister, balustrade, balusters, handrail"
231536	"wardrobe, closet, press"
162770	"bell cote, bell cot"
464537	"plate"
168022	"bow tie, bow-tie, bowtie"
282776	"trolleybus, trolley coach, trackless trolley"
282039	"window screen"
251787	"syringe"
348954	"unicycle, monocycle"
423622	"ant, emmet, pismire"
267777	"muzzle"
486139	"banana"
080044	"bubble"
023746	"teddy, teddy bear"
228329	"stage"
265896	"bagel, beigel"
183964	"ashcan, trash can, garbage can, wastebin, ash bin, ash-bin, ashbin, dustbin, trash barrel, trash bin"
004891	"wing"
574882	"Italian greyhound"
028402	"horizontal bar, high bar"
214676	"ox"
516265	"laptop, laptop computer"
267350	"teddy, teddy bear"
137838	"paddle, boat paddle"
135288	"potpie"
111141	"washbasin, handbasin, washbowl, lavabo, wash-hand basin"
581839	"fountain"
575701	"harmonica, mouth organ, harp, mouth harp"
335197	"bikini, two-piece"
407810	"rugby ball"
280883	"trolleybus, trolley coach, trackless trolley"
265513	"parachute, chute"
412698	"little blue heron, Egretta caerulea"
377177	"ice cream, icecream"
254060	"horse cart, horse-cart"
338064	"megalith, megalithic structure"
319645	"cup"
080445	"street sign"
461609	"parking meter"
274209	"torch"
441619	"parachute, chute"
239697	"park bench"
106657	"pretzel"
251860	"passenger car, coach, carriage"
326511	"cheetah, chetah, Acinonyx jubatus"
171429	"meat loaf, meatloaf"
163192	"spindle"
119562	"pier"
522008	"pot, flowerpot"
500782	"cellular telephone, cellular phone, cellphone, cell, mobile phone"
101248	"marimba, xylophone"
286492	"racket, racquet"
355248	"electric locomotive"
395013	"motor scooter, scooter"
273633	"pizza, pizza pie"
161328	"racket, racquet"
028429	"ram, tup"
064008	"harp"
492164	"hair spray"
297704	"passenger car, coach, carriage"
545274	"zebra"
494592	"sandbar, sand bar"
491490	"beacon, lighthouse, beacon light, pharos"
010784	"butcher shop, meat market"
529352	"stage"
140180	"motor scooter, scooter"
352417	"washbasin, handbasin, washbowl, lavabo, wash-hand basin"
390524	"parachute, chute"
344196	"soccer ball"
093612	"wok"
234296	"African elephant, Loxodonta africana"
381186	"seashore, coast, seacoast, sea-coast"
114505	"pizza, pizza pie"
007921	"barber chair"
044017	"restaurant, eating house, eating place, eatery"
142587	"croquet ball"
063119	"ballplayer, baseball player"
059632	"teddy, teddy bear"
564687	"basset, basset hound"
506256	"lemon"
566308	"garbage truck, dustcart"
184822	"minibus"
132725	"studio couch, day bed"
328391	"washbasin, handbasin, washbowl, lavabo, wash-hand basin"
127388	"bubble"
262308	"cup"
346576	"parachute, chute"
012986	"crib, cot"
046013	"stole"
189285	"airliner"
271351	"vase"
460095	"microphone, mike"
091411	"hotdog, hot dog, red hot"
576895	"ballplayer, baseball player"
023984	"paper towel"
167390	"paddle, boat paddle"
380499	"pier"
000781	"lakeside, lakeshore"
380717	"sliding door"
173994	"sarong"
297919	"paddle, boat paddle"
057376	"desktop computer"
420124	"racket, racquet"
087090	"ski"
098841	"hand blower, blow dryer, blow drier, hair dryer, hair drier"
433389	"vase"
483069	"Labrador retriever"
176280	"horse cart, horse-cart"
514749	"paper towel"
178685	"hourglass"
329730	"rotisserie"
435623	"freight car"
450003	"ski"
464845	"monitor"
504774	"skunk, polecat, wood pussy"
181422	"airship, dirigible"
275830	"traffic light, traffic signal, stoplight"
352866	"parachute, chute"
237502	"ballplayer, baseball player"
355368	"tub, vat"
343140	"barber chair"
307315	"banjo"
028317	"parking meter"
181351	"zebra"
044039	"washbasin, handbasin, washbowl, lavabo, wash-hand basin"
288236	"racket, racquet"
223892	"umbrella"
466926	"hook, claw"
232648	"toilet seat"
581223	"zebra"
399489	"barbershop"
268151	"home theater, home theatre"
433454	"paddle, boat paddle"
476094	"notebook, notebook computer"
205440	"German shepherd, German shepherd dog, German police dog, alsatian"
162200	"French loaf"
262980	"airliner"
230305	"zebra"
124914	"broccoli"
048491	"zebra"
525980	"ballplayer, baseball player"
246056	"unicycle, monocycle"
247706	"ballplayer, baseball player"
480893	"Indian elephant, Elephas maximus"
482314	"Border collie"
218759	"wooden spoon"
534889	"racket, racquet"
359548	"seashore, coast, seacoast, sea-coast"
046320	"alp"
047357	"electric locomotive"
295370	"conch"
269790	"pier"
193168	"pizza, pizza pie"
209915	"racket, racquet"
120952	"trolleybus, trolley coach, trackless trolley"
163326	"ballplayer, baseball player"
470821	"red wine"
413918	"ballplayer, baseball player"
463157	"German shepherd, German shepherd dog, German police dog, alsatian"
046170	"banjo"
082759	"torch"
225369	"monitor"
027750	"burrito"
298938	"ski"
070161	"ballplayer, baseball player"
371672	"punching bag, punch bag, punching ball, punchball"
362825	"bagel, beigel"
499051	"cowboy hat, ten-gallon hat"
134841	"ballplayer, baseball player"
494222	"barbell"
290774	"desktop computer"
227779	"park bench"
475006	"butternut squash"
492155	"hog, pig, grunter, squealer, Sus scrofa"
139210	"spatula"
248643	"china cabinet, china closet"
271595	"syringe"
546154	"suit, suit of clothes"
164972	"ox"
484599	"redbone"
026302	"racket, racquet"
046965	"ostrich, Struthio camelus"
351401	"restaurant, eating house, eating place, eatery"
482561	"white wolf, Arctic wolf, Canis lupus tundrarum"
493148	"toyshop"
411979	"ski"
097981	"ashcan, trash can, garbage can, wastebin, ash bin, ash-bin, ashbin, dustbin, trash barrel, trash bin"
338880	"parachute, chute"
506782	"car wheel"
475177	"vacuum, vacuum cleaner"
267556	"ski"
232434	"Indian elephant, Elephas maximus"
007642	"umbrella"
204721	"paper towel"
508771	"pole"
514800	"purse"
237721	"sorrel"
276467	"megalith, megalithic structure"
305451	"bakery, bakeshop, bakehouse"
565321	"teddy, teddy bear"
203273	"burrito"
080433	"home theater, home theatre"
445684	"military uniform"
493570	"fountain"
471222	"racket, racquet"
524525	"shopping cart"
460761	"bow tie, bow-tie, bowtie"
152701	"prison, prison house"
533451	"restaurant, eating house, eating place, eatery"
288941	"Tibetan mastiff"
042634	"stretcher"
328917	"curly-coated retriever"
408190	"swimming trunks, bathing trunks"
396213	"shovel"
114749	"vase"
135938	"sea lion"
552142	"Siamese cat, Siamese"
062763	"pay-phone, pay-station"
519579	"brass, memorial tablet, plaque"
502366	"umbrella"
427545	"refrigerator, icebox"
293833	"horse cart, horse-cart"
222441	"steam locomotive"
300987	"motor scooter, scooter"
529097	"chain saw, chainsaw"
278229	"laptop, laptop computer"
089005	"brambling, Fringilla montifringilla"
168932	"trailer truck, tractor trailer, trucking rig, rig, articulated lorry, semi"
094300	"studio couch, day bed"
109334	"African elephant, Loxodonta africana"
353012	"crossword puzzle, crossword"
316650	"bell cote, bell cot"
565330	"ski"
554436	"minibus"
146004	"monitor"
456314	"school bus"
302343	"boathouse"
109117	"butcher shop, meat market"
448046	"patio, terrace"
427007	"Newfoundland, Newfoundland dog"
501889	"park bench"
016414	"bannister, banister, balustrade, balusters, handrail"
255674	"ski"
232761	"warplane, military plane"
469918	"tabby, tabby cat"
220564	"goldfinch, Carduelis carduelis"
172506	"menu"
570406	"electric locomotive"
550237	"Band Aid"
281080	"passenger car, coach, carriage"
498270	"ram, tup"
419085	"goblet"
199698	"grocery store, grocery, food market, market"
459978	"wing"
371633	"lakeside, lakeshore"
472250	"forklift"
026978	"slug"
302634	"banana"
153716	"stage"
560713	"pirate, pirate ship"
258073	"orange"
287384	"wall clock"
394790	"ski"
496290	"dining table, board"
041516	"volcano"
134712	"tray"
145718	"knee pad"
191805	"Border collie"
362658	"park bench"
084291	"Egyptian cat"
388807	"toyshop"
364748	"bagel, beigel"
151848	"restaurant, eating house, eating place, eatery"
181393	"zebra"
523455	"binoculars, field glasses, opera glasses"
182029	"bubble"
557627	"stretcher"
460038	"zebra"
164598	"military uniform"
108556	"mobile home, manufactured home"
350810	"Chesapeake Bay retriever"
022451	"schipperke"
150198	"rock python, rock snake, Python sebae"
073302	"bakery, bakeshop, bakehouse"
517882	"shoe shop, shoe-shop, shoe store"
424915	"bicycle-built-for-two, tandem bicycle, tandem"
399910	"bathing cap, swimming cap"
231941	"park bench"
308086	"swing"
434239	"cardigan"
027852	"bighorn, bighorn sheep, cimarron, Rocky Mountain bighorn, Rocky Mountain sheep, Ovis canadensis"
231657	"plate"
271253	"ski"
197300	"street sign"
278411	"desk"
176300	"go-kart"
536458	"plastic bag"
373645	"ice lolly, lolly, lollipop, popsicle"
152418	"traffic light, traffic signal, stoplight"
520848	"hog, pig, grunter, squealer, Sus scrofa"
202807	"malinois"
245472	"broccoli"
172964	"passenger car, coach, carriage"
444415	"motor scooter, scooter"
515630	"pot, flowerpot"
201706	"trolleybus, trolley coach, trackless trolley"
372671	"bell cote, bell cot"
098922	"notebook, notebook computer"
147073	"toaster"
173595	"jackfruit, jak, jack"
581601	"tub, vat"
046073	"nail"
157700	"mouse, computer mouse"
515796	"wig"
297279	"stethoscope"
212682	"swimming trunks, bathing trunks"
552197	"freight car"
161654	"warplane, military plane"
043024	"seashore, coast, seacoast, sea-coast"
452834	"goose"
396412	"go-kart"
420446	"street sign"
147963	"bonnet, poke bonnet"
260564	"tractor"
478582	"hotdog, hot dog, red hot"
107880	"brown bear, bruin, Ursus arctos"
032767	"amphibian, amphibious vehicle"
335339	"cab, hack, taxi, taxicab"
422161	"china cabinet, china closet"
052086	"hotdog, hot dog, red hot"
044471	"traffic light, traffic signal, stoplight"
253064	"potpie"
145360	"ice lolly, lolly, lollipop, popsicle"
337433	"bulbul"
363718	"umbrella"
338169	"shoe shop, shoe-shop, shoe store"
072987	"traffic light, traffic signal, stoplight"
571719	"potter's wheel"
272384	"motor scooter, scooter"
066182	"airship, dirigible"
257434	"bow tie, bow-tie, bowtie"
113861	"candle, taper, wax light"
132385	"bannister, banister, balustrade, balusters, handrail"
022360	"restaurant, eating house, eating place, eatery"
262159	"toilet seat"
167683	"bakery, bakeshop, bakehouse"
398712	"Indian elephant, Elephas maximus"
082140	"dishwasher, dish washer, dishwashing machine"
145178	"bow tie, bow-tie, bowtie"
397724	"washbasin, handbasin, washbowl, lavabo, wash-hand basin"
249132	"trolleybus, trolley coach, trackless trolley"
361774	"street sign"
219963	"cheetah, chetah, Acinonyx jubatus"
107678	"trailer truck, tractor trailer, trucking rig, rig, articulated lorry, semi"
019725	"trolleybus, trolley coach, trackless trolley"
427835	"washbasin, handbasin, washbowl, lavabo, wash-hand basin"
110089	"hotdog, hot dog, red hot"
249111	"notebook, notebook computer"
141065	"toilet seat"
559721	"greenhouse, nursery, glasshouse"
178553	"zebra"
412198	"sorrel"
492924	"tray"
090324	"stage"
536322	"entertainment center"
130897	"lakeside, lakeshore"
519157	"bakery, bakeshop, bakehouse"
557648	"bullet train, bullet"
139230	"ballplayer, baseball player"
417726	"streetcar, tram, tramcar, trolley, trolley car"
294466	"shopping cart"
501026	"moped"
058315	"doormat, welcome mat"
252761	"tub, vat"
001625	"bicycle-built-for-two, tandem bicycle, tandem"
072002	"prison, prison house"
577891	"bikini, two-piece"
009060	"tow truck, tow car, wrecker"
386295	"tub, vat"
316669	"mashed potato"
315232	"prison, prison house"
333599	"wing"
330402	"American black bear, black bear, Ursus americanus, Euarctos americanus"
140438	"shower curtain"
293342	"church, church building"
165365	"wreck"
264250	"dumbbell"
189583	"plunger, plumber's helper"
566043	"crash helmet"
198434	"Ibizan hound, Ibizan Podenco"
483187	"restaurant, eating house, eating place, eatery"
392067	"crossword puzzle, crossword"
578924	"handkerchief, hankie, hanky, hankey"
153031	"street sign"
366146	"alp"
438688	"horse cart, horse-cart"
438691	"quilt, comforter, comfort, puff"
423850	"bonnet, poke bonnet"
160380	"patio, terrace"
241491	"refrigerator, icebox"
160171	"horse cart, horse-cart"
321394	"four-poster"
155864	"ballplayer, baseball player"
444986	"teddy, teddy bear"
177014	"ashcan, trash can, garbage can, wastebin, ash bin, ash-bin, ashbin, dustbin, trash barrel, trash bin"
048892	"washbasin, handbasin, washbowl, lavabo, wash-hand basin"
516911	"horse cart, horse-cart"
037429	"paper towel"
050648	"sandbar, sand bar"
165086	"moped"
553753	"streetcar, tram, tramcar, trolley, trolley car"
247214	"suit, suit of clothes"
044781	"grocery store, grocery, food market, market"
484287	"African elephant, Loxodonta africana"
052076	"sorrel"
214445	"stole"
500356	"ice cream, icecream"
288204	"butcher shop, meat market"
083568	"African elephant, Loxodonta africana"
192891	"mashed potato"
437355	"warplane, military plane"
537689	"ice lolly, lolly, lollipop, popsicle"
019329	"space heater"
028116	"bighorn, bighorn sheep, cimarron, Rocky Mountain bighorn, Rocky Mountain sheep, Ovis canadensis"
575756	"stretcher"
058713	"motor scooter, scooter"
169040	"garbage truck, dustcart"
128977	"bubble"
297907	"window shade"
368547	"restaurant, eating house, eating place, eatery"
188137	"rugby ball"
267443	"volcano"
463696	"cheeseburger"
439702	"ski"
533941	"sundial"
257297	"hair spray"
059169	"four-poster"
068648	"sandbar, sand bar"
484946	"notebook, notebook computer"
222858	"American black bear, black bear, Ursus americanus, Euarctos americanus"
184578	"African elephant, Loxodonta africana"
570307	"Weimaraner"
120971	"burrito"
422792	"desktop computer"
199956	"street sign"
270284	"breakwater, groin, groyne, mole, bulwark, seawall, jetty"
574971	"bookcase"
566126	"moped"
106352	"restaurant, eating house, eating place, eatery"
398083	"ballplayer, baseball player"
540330	"steam locomotive"
480587	"moped"
161865	"laptop, laptop computer"
433387	"ski"
285891	"pizza, pizza pie"
262239	"barbershop"
466827	"cheetah, chetah, Acinonyx jubatus"
230559	"cheetah, chetah, Acinonyx jubatus"
451594	"streetcar, tram, tramcar, trolley, trolley car"
365596	"desk"
017180	"airliner"
016458	"sleeping bag"
402213	"trolleybus, trolley coach, trackless trolley"
541117	"crossword puzzle, crossword"
396415	"street sign"
228664	"racket, racquet"
288703	"sandbar, sand bar"
558700	"printer"
023957	"steam locomotive"
272157	"chocolate sauce, chocolate syrup"
525700	"electric fan, blower"
555781	"racket, racquet"
565399	"paddle, boat paddle"
091795	"wine bottle"
441108	"ox"
088576	"shoe shop, shoe-shop, shoe store"
095493	"racket, racquet"
404826	"potpie"
313019	"pizza, pizza pie"
036197	"television, television system"
406116	"cellular telephone, cellular phone, cellphone, cell, mobile phone"
178900	"orange"
114788	"revolver, six-gun, six-shooter"
270500	"vase"
248389	"laptop, laptop computer"
194616	"refrigerator, icebox"
421393	"Rhodesian ridgeback"
175121	"trailer truck, tractor trailer, trucking rig, rig, articulated lorry, semi"
305152	"burrito"
133247	"forklift"
278177	"passenger car, coach, carriage"
121612	"microwave, microwave oven"
470426	"triceratops"
447457	"cash machine, cash dispenser, automated teller machine, automatic teller machine, automated teller, automatic teller, ATM"
452213	"ostrich, Struthio camelus"
548253	"trolleybus, trolley coach, trackless trolley"
531658	"balloon"
492286	"passenger car, coach, carriage"
322269	"African elephant, Loxodonta africana"
395271	"pizza, pizza pie"
416841	"refrigerator, icebox"
057381	"motor scooter, scooter"
494891	"washbasin, handbasin, washbowl, lavabo, wash-hand basin"
059843	"tricycle, trike, velocipede"
478204	"racket, racquet"
122064	"speedboat"
100563	"airliner"
300207	"trailer truck, tractor trailer, trucking rig, rig, articulated lorry, semi"
004714	"oboe, hautboy, hautbois"
002664	"bicycle-built-for-two, tandem bicycle, tandem"
479593	"umbrella"
319188	"beacon, lighthouse, beacon light, pharos"
180571	"washbasin, handbasin, washbowl, lavabo, wash-hand basin"
202532	"home theater, home theatre"
318807	"fountain"
055922	"rugby ball"
573898	"umbrella"
233644	"suit, suit of clothes"
397824	"suit, suit of clothes"
346158	"Lhasa, Lhasa apso"
078339	"tabby, tabby cat"
116503	"Egyptian cat"
561289	"analog clock"
353568	"vase"
084607	"pizza, pizza pie"
335200	"traffic light, traffic signal, stoplight"
203768	"African elephant, Loxodonta africana"
190086	"passenger car, coach, carriage"
263970	"ski"
119525	"carbonara"
364701	"garbage truck, dustcart"
008965	"Weimaraner"
208011	"West Highland white terrier"
505898	"Chesapeake Bay retriever"
304031	"chain saw, chainsaw"
271077	"Dungeness crab, Cancer magister"
552791	"mobile home, manufactured home"
230892	"pomegranate"
530396	"American black bear, black bear, Ursus americanus, Euarctos americanus"
027490	"ski"
496740	"moped"
180042	"cannon"
218580	"ski"
400204	"toilet seat"
419979	"tusker"
072095	"racket, racquet"
574001	"tub, vat"
258528	"stove"
104309	"altar"
393227	"knee pad"
519431	"West Highland white terrier"
361059	"electric locomotive"
287496	"soft-coated wheaten terrier"
453547	"wing"
056116	"laptop, laptop computer"
409443	"dial telephone, dial phone"
045680	"umbrella"
034439	"unicycle, monocycle"
525633	"dhole, Cuon alpinus"
556568	"ski"
576237	"shovel"
367523	"remote control, remote"
440314	"bathing cap, swimming cap"
406342	"trimaran"
468932	"ski"
000009	"meat loaf, meatloaf"
432363	"parking meter"
264767	"bee eater"
358253	"greenhouse, nursery, glasshouse"
145820	"microwave, microwave oven"
389731	"cauliflower"
537543	"ballplayer, baseball player"
563155	"zebra"
579258	"shovel"
548652	"cinema, movie theater, movie theatre, movie house, picture palace"
228934	"traffic light, traffic signal, stoplight"
518855	"street sign"
071675	"moped"
072906	"llama"
233193	"forklift"
370763	"wok"
235602	"warplane, military plane"
043206	"volleyball"
214087	"desk"
045007	"fountain"
491733	"boathouse"
556707	"Loafer"
400303	"bakery, bakeshop, bakehouse"
350335	"electric guitar"
317401	"wall clock"
113309	"lawn mower, mower"
439428	"patio, terrace"
456782	"traffic light, traffic signal, stoplight"
045617	"African elephant, Loxodonta africana"
260456	"promontory, headland, head, foreland"
543354	"tusker"
191505	"parachute, chute"
140682	"sliding door"
060737	"military uniform"
251256	"airliner"
558765	"hen"
178034	"zebra"
479663	"medicine chest, medicine cabinet"
344876	"cheetah, chetah, Acinonyx jubatus"
509339	"cucumber, cuke"
459026	"passenger car, coach, carriage"
542946	"bucket, pail"
574356	"laptop, laptop computer"
273436	"candle, taper, wax light"
067373	"hotdog, hot dog, red hot"
123791	"barber chair"
319192	"hotdog, hot dog, red hot"
023735	"plate"
404592	"restaurant, eating house, eating place, eatery"
053335	"jinrikisha, ricksha, rickshaw"
554161	"cheeseburger"
244734	"Egyptian cat"
183286	"plate"
249130	"packet"
551594	"space shuttle"
422939	"pizza, pizza pie"
098213	"toyshop"
193359	"flute, transverse flute"
091177	"bubble"
176298	"pug, pug-dog"
057699	"sleeping bag"
134227	"restaurant, eating house, eating place, eatery"
457660	"coffee mug"
066129	"pizza, pizza pie"
028263	"pizza, pizza pie"
009178	"electric locomotive"
529886	"bakery, bakeshop, bakehouse"
184828	"washer, automatic washer, washing machine"
139617	"desktop computer"
576622	"hay"
152677	"sleeping bag"
353480	"albatross, mollymawk"
105134	"American black bear, black bear, Ursus americanus, Euarctos americanus"
199952	"tabby, tabby cat"
198653	"medicine chest, medicine cabinet"
523236	"promontory, headland, head, foreland"
184866	"tub, vat"
158569	"sliding door"
512418	"racket, racquet"
270916	"bow tie, bow-tie, bowtie"
523639	"pretzel"
553455	"chainlink fence"
343282	"alp"
007504	"wall clock"
402650	"solar dish, solar collector, solar furnace"
560628	"llama"
106243	"brown bear, bruin, Ursus arctos"
423349	"analog clock"
070629	"ice lolly, lolly, lollipop, popsicle"
005785	"wombat"
517941	"racket, racquet"
277885	"washbasin, handbasin, washbowl, lavabo, wash-hand basin"
554032	"cowboy boot"
005769	"bell cote, bell cot"
483775	"Egyptian cat"
417151	"barbershop"
223192	"speedboat"
003048	"teddy, teddy bear"
040737	"horse cart, horse-cart"
333749	"racket, racquet"
413782	"tub, vat"
436504	"dishwasher, dish washer, dishwashing machine"
118904	"wall clock"
360352	"barrow, garden cart, lawn cart, wheelbarrow"
416869	"airliner"
410229	"ram, tup"
114142	"plate"
064612	"alp"
075557	"traffic light, traffic signal, stoplight"
198524	"racer, race car, racing car"
342520	"Lakeland terrier"
179454	"zebra"
149331	"racer, race car, racing car"
106043	"zebra"
320478	"ski"
063123	"china cabinet, china closet"
276796	"wall clock"
000584	"Crock Pot"
047805	"groom, bridegroom"
540873	"bow tie, bow-tie, bowtie"
487018	"pizza, pizza pie"
150195	"plate"
069605	"ox"
059252	"ballplayer, baseball player"
366153	"alp"
231395	"ice lolly, lolly, lollipop, popsicle"
040418	"soup bowl"
022529	"parachute, chute"
419150	"mountain bike, all-terrain bike, off-roader"
303430	"desktop computer"
031734	"suit, suit of clothes"
503928	"running shoe"
411334	"remote control, remote"
065456	"rugby ball"
012895	"suspension bridge"
126018	"soft-coated wheaten terrier"
426640	"valley, vale"
100319	"wing"
556920	"freight car"
334944	"zebra"
208984	"tusker"
187792	"patio, terrace"
308592	"pizza, pizza pie"
390817	"moped"
567121	"horizontal bar, high bar"
269726	"oxygen mask"
475635	"swimming trunks, bathing trunks"
486630	"street sign"
057870	"dining table, board"
231503	"zebra"
008791	"ashcan, trash can, garbage can, wastebin, ash bin, ash-bin, ashbin, dustbin, trash barrel, trash bin"
315211	"traffic light, traffic signal, stoplight"
277807	"cuirass"
323728	"lab coat, laboratory coat"
082904	"palace"
236314	"miniskirt, mini"
443296	"racket, racquet"
545187	"bow tie, bow-tie, bowtie"
062715	"wall clock"
317286	"street sign"
109761	"sandbar, sand bar"
280494	"chocolate sauce, chocolate syrup"
193947	"toilet tissue, toilet paper, bathroom tissue"
070285	"soccer ball"
402386	"street sign"
165727	"parachute, chute"
336021	"fire engine, fire truck"
091969	"racket, racquet"
452837	"Dungeness crab, Cancer magister"
459585	"ski"
260453	"ice cream, icecream"
365358	"vulture"
237677	"quilt, comforter, comfort, puff"
059179	"sorrel"
282129	"ski"
093581	"broccoli"
564265	"racket, racquet"
459190	"rubber eraser, rubber, pencil eraser"
000529	"crash helmet"
440283	"water tower"
482731	"ballplayer, baseball player"
160893	"sunscreen, sunblock, sun blocker"
159963	"pickup, pickup truck"
513978	"candle, taper, wax light"
350344	"stage"
376128	"airliner"
264502	"water buffalo, water ox, Asiatic buffalo, Bubalus bubalis"
546474	"zebra"
458178	"paper towel"
146481	"table lamp"
311424	"traffic light, traffic signal, stoplight"
010342	"tub, vat"
575096	"punching bag, punch bag, punching ball, punchball"
389184	"airship, dirigible"
138435	"sliding door"
314904	"basketball"
216789	"Irish wolfhound"
561865	"restaurant, eating house, eating place, eatery"
230152	"banana"
039495	"unicycle, monocycle"
360306	"microwave, microwave oven"
114404	"racket, racquet"
553079	"suspension bridge"
356029	"parachute, chute"
366135	"seashore, coast, seacoast, sea-coast"
190723	"toaster"
140445	"grocery store, grocery, food market, market"
520235	"tabby, tabby cat"
073310	"confectionery, confectionary, candy store"
408571	"zebra"
006957	"ballplayer, baseball player"
407930	"iPod"
465266	"street sign"
472622	"electric locomotive"
184709	"traffic light, traffic signal, stoplight"
116049	"ice cream, icecream"
206309	"oboe, hautboy, hautbois"
002093	"racer, race car, racing car"
342049	"rugby ball"
521649	"shopping cart"
200560	"airliner"
352908	"shoe shop, shoe-shop, shoe store"
437282	"refrigerator, icebox"
108221	"canoe"
573165	"suit, suit of clothes"
041226	"American black bear, black bear, Ursus americanus, Euarctos americanus"
130757	"grey whale, gray whale, devilfish, Eschrichtius gibbosus, Eschrichtius robustus"
134071	"king penguin, Aptenodytes patagonica"
299657	"streetcar, tram, tramcar, trolley, trolley car"
462908	"hotdog, hot dog, red hot"
107148	"notebook, notebook computer"
573700	"trolleybus, trolley coach, trackless trolley"
105472	"rugby ball"
075829	"notebook, notebook computer"
134755	"Granny Smith"
017171	"flat-coated retriever"
322720	"power drill"
159409	"moped"
227003	"crash helmet"
122182	"racket, racquet"
181155	"barbershop"
144313	"ram, tup"
401847	"traffic light, traffic signal, stoplight"
212648	"trolleybus, trolley coach, trackless trolley"
019558	"robin, American robin, Turdus migratorius"
519181	"moped"
253332	"garbage truck, dustcart"
464444	"Arabian camel, dromedary, Camelus dromedarius"
206082	"microwave, microwave oven"
469888	"ballplayer, baseball player"
036157	"parachute, chute"
209292	"grand piano, grand"
156977	"umbrella"
332204	"plate"
130413	"suspension bridge"
