img_id	description
227363	"warplane, military plane"
207625	"cassette"
024915	"dalmatian, coach dog, carriage dog"
392887	"chain saw, chainsaw"
581789	"military uniform"
447863	"toyshop"
282293	"crutch"
089051	"plate rack"
413804	"seashore, coast, seacoast, sea-coast"
088456	"teddy, teddy bear"
371313	"restaurant, eating house, eating place, eatery"
342190	"ski"
281772	"ski"
358070	"puck, hockey puck"
281615	"bald eagle, American eagle, Haliaeetus leucocephalus"
050760	"iron, smoothing iron"
402542	"vase"
580185	"totem pole"
490570	"conch"
041838	"remote control, remote"
504974	"pier"
173279	"African elephant, Loxodonta africana"
394330	"Polaroid camera, Polaroid Land camera"
369521	"Norwegian elkhound, elkhound"
505791	"hotdog, hot dog, red hot"
277396	"Indian elephant, Elephas maximus"
532644	"Indian elephant, Elephas maximus"
482446	"racket, racquet"
541832	"golfcart, golf cart"
413533	"warplane, military plane"
266240	"bathing cap, swimming cap"
159972	"accordion, piano accordion, squeeze box"
125746	"restaurant, eating house, eating place, eatery"
240500	"park bench"
075326	"cinema, movie theater, movie theatre, movie house, picture palace"
097729	"Arabian camel, dromedary, Camelus dromedarius"
389474	"CD player"
391419	"moped"
317134	"pop bottle, soda bottle"
213095	"trolleybus, trolley coach, trackless trolley"
231014	"bikini, two-piece"
306782	"four-poster"
071769	"toilet seat"
159152	"cheeseburger"
117644	"Model T"
228965	"wing"
402041	"stage"
139836	"marimba, xylophone"
474420	"cheeseburger"
061215	"acorn squash"
291355	"entertainment center"
557387	"barbershop"
009287	"scoreboard"
418988	"Greater Swiss Mountain dog"
521281	"dalmatian, coach dog, carriage dog"
058405	"teddy, teddy bear"
036828	"pier"
103428	"zebra"
371701	"car mirror"
504560	"acorn squash"
487766	"bagel, beigel"
169353	"tusker"
056928	"maypole"
096250	"soccer ball"
544325	"ballplayer, baseball player"
517521	"bookcase"
098693	"folding chair"
346295	"ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus"
431818	"scoreboard"
215879	"leopard, Panthera pardus"
393721	"groom, bridegroom"
365792	"soccer ball"
231614	"limousine, limo"
157020	"kimono"
560254	"streetcar, tram, tramcar, trolley, trolley car"
117108	"Egyptian cat"
433288	"soup bowl"
248402	"potpie"
540495	"moped"
308432	"guacamole"
096435	"carbonara"
016216	"throne"
399818	"ice lolly, lolly, lollipop, popsicle"
035256	"ski"
328088	"traffic light, traffic signal, stoplight"
388744	"punching bag, punch bag, punching ball, punchball"
160624	"ptarmigan"
346503	"microwave, microwave oven"
265810	"pizza, pizza pie"
029391	"cab, hack, taxi, taxicab"
411109	"ballplayer, baseball player"
552184	"soccer ball"
041123	"hotdog, hot dog, red hot"
319398	"parachute, chute"
115018	"dining table, board"
346168	"chain saw, chainsaw"
477718	"mailbag, postbag"
302582	"ski"
108384	"ocarina, sweet potato"
062707	"moped"
238399	"racket, racquet"
425254	"zebra"
021740	"desk"
091546	"brown bear, bruin, Ursus arctos"
101602	"steam locomotive"
424218	"abacus"
241458	"crutch"
278646	"hotdog, hot dog, red hot"
383452	"ski"
104808	"knot"
089298	"chain saw, chainsaw"
329952	"ski"
268592	"maze, labyrinth"
442197	"desk"
013279	"snowplow, snowplough"
300631	"oxcart"
328161	"soccer ball"
323502	"tusker"
319683	"Rhodesian ridgeback"
448381	"ballplayer, baseball player"
411415	"whippet"
170616	"altar"
079528	"shoji"
072866	"chimpanzee, chimp, Pan troglodytes"
083159	"butternut squash"
399236	"minibus"
384164	"tow truck, tow car, wrecker"
101234	"ballplayer, baseball player"
281632	"volleyball"
033358	"cab, hack, taxi, taxicab"
266455	"passenger car, coach, carriage"
083884	"microwave, microwave oven"
020561	"bassoon"
006247	"chest"
034343	"mitten"
531172	"trolleybus, trolley coach, trackless trolley"
431167	"ballplayer, baseball player"
273606	"monitor"
213344	"balance beam, beam"
566864	"hotdog, hot dog, red hot"
082212	"sliding door"
392115	"airliner"
157344	"container ship, containership, container vessel"
337325	"cellular telephone, cellular phone, cellphone, cell, mobile phone"
072800	"car mirror"
379272	"hoopskirt, crinoline"
228043	"four-poster"
378146	"rugby ball"
299962	"rugby ball"
506946	"washbasin, handbasin, washbowl, lavabo, wash-hand basin"
220115	"ballplayer, baseball player"
271806	"barn"
323267	"prison, prison house"
002983	"trench coat"
447363	"pizza, pizza pie"
573854	"airliner"
155373	"speedboat"
192501	"birdhouse"
264079	"broccoli"
379467	"wallaby, brush kangaroo"
470284	"ski"
141947	"wooden spoon"
472097	"four-poster"
037205	"street sign"
049478	"park bench"
147597	"ski"
364201	"electric locomotive"
381301	"trolleybus, trolley coach, trackless trolley"
390565	"lawn mower, mower"
122955	"lab coat, laboratory coat"
222324	"umbrella"
169774	"paddle, boat paddle"
197036	"ashcan, trash can, garbage can, wastebin, ash bin, ash-bin, ashbin, dustbin, trash barrel, trash bin"
456204	"French bulldog"
515758	"lakeside, lakeshore"
246777	"bib"
265781	"jinrikisha, ricksha, rickshaw"
378637	"window shade"
546205	"plate"
290543	"cheeseburger"
465204	"hotdog, hot dog, red hot"
391481	"toyshop"
177404	"laptop, laptop computer"
014468	"crutch"
023301	"reel"
519494	"shopping cart"
557848	"freight car"
074431	"desk"
384231	"Polaroid camera, Polaroid Land camera"
384499	"trolleybus, trolley coach, trackless trolley"
161242	"maillot, tank suit"
477475	"suit, suit of clothes"
572283	"fountain"
536204	"boa constrictor, Constrictor constrictor"
268274	"restaurant, eating house, eating place, eatery"
145645	"trolleybus, trolley coach, trackless trolley"
466608	"sunglasses, dark glasses, shades"
514515	"dalmatian, coach dog, carriage dog"
577447	"orange"
064962	"impala, Aepyceros melampus"
303429	"hot pot, hotpot"
312886	"zebra"
334260	"unicycle, monocycle"
426831	"sewing machine"
502364	"espresso maker"
157986	"trailer truck, tractor trailer, trucking rig, rig, articulated lorry, semi"
574147	"prison, prison house"
385858	"apiary, bee house"
199678	"lighter, light, igniter, ignitor"
579440	"sleeping bag"
575753	"lakeside, lakeshore"
076028	"trolleybus, trolley coach, trackless trolley"
400926	"Saluki, gazelle hound"
175122	"golfcart, golf cart"
522270	"bow tie, bow-tie, bowtie"
215718	"zebra"
215346	"crayfish, crawfish, crawdad, crawdaddy"
401780	"Model T"
184786	"airship, dirigible"
270112	"ballplayer, baseball player"
034831	"crib, cot"
559952	"Dungeness crab, Cancer magister"
161871	"stage"
334011	"Saluki, gazelle hound"
346997	"restaurant, eating house, eating place, eatery"
074825	"tabby, tabby cat"
522269	"jinrikisha, ricksha, rickshaw"
084879	"toilet tissue, toilet paper, bathroom tissue"
246156	"shopping cart"
081556	"electric locomotive"
323950	"racer, race car, racing car"
426803	"horse cart, horse-cart"
122231	"racket, racquet"
209068	"slot, one-armed bandit"
487806	"coho, cohoe, coho salmon, blue jack, silver salmon, Oncorhynchus kisutch"
211557	"cliff, drop, drop-off"
233647	"triceratops"
328727	"barbershop"
143711	"ski"
014159	"cello, violoncello"
123841	"home theater, home theatre"
576397	"Leonberg"
035793	"birdhouse"
022890	"window shade"
260034	"dock, dockage, docking facility"
569792	"four-poster"
366967	"ballplayer, baseball player"
284529	"cheeseburger"
376490	"ski"
207424	"cheeseburger"
275014	"stage"
530781	"motor scooter, scooter"
205059	"bath towel"
018641	"cash machine, cash dispenser, automated teller machine, automatic teller machine, automated teller, automatic teller, ATM"
297895	"ski"
353186	"fox squirrel, eastern fox squirrel, Sciurus niger"
017205	"entertainment center"
360805	"television, television system"
478955	"electric locomotive"
457686	"Cardigan, Cardigan Welsh corgi"
175699	"pomegranate"
377513	"carbonara"
208659	"bighorn, bighorn sheep, cimarron, Rocky Mountain bighorn, Rocky Mountain sheep, Ovis canadensis"
368208	"cellular telephone, cellular phone, cellphone, cell, mobile phone"
038904	"Arabian camel, dromedary, Camelus dromedarius"
078436	"parachute, chute"
451836	"china cabinet, china closet"
572307	"broccoli"
540679	"plate"
191570	"shower curtain"
098892	"moped"
551194	"horse cart, horse-cart"
249151	"wok"
319685	"ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus"
484385	"racket, racquet"
179997	"Arabian camel, dromedary, Camelus dromedarius"
151609	"printer"
298788	"paddlewheel, paddle wheel"
476634	"wine bottle"
306393	"rain barrel"
124643	"Arabian camel, dromedary, Camelus dromedarius"
261759	"turnstile"
291475	"grocery store, grocery, food market, market"
238568	"barbershop"
273789	"racket, racquet"
424439	"dock, dockage, docking facility"
445397	"chain mail, ring mail, mail, chain armor, chain armour, ring armor, ring armour"
032579	"ski"
202129	"goldfinch, Carduelis carduelis"
231801	"grand piano, grand"
505936	"tripod"
017877	"iron, smoothing iron"
128222	"monitor"
315025	"speedboat"
412908	"grocery store, grocery, food market, market"
320399	"French loaf"
486062	"pole"
425899	"desktop computer"
534900	"wok"
365117	"horse cart, horse-cart"
079554	"missile"
580660	"speedboat"
039067	"tray"
422117	"plate"
376916	"pickup, pickup truck"
271416	"banana"
221746	"passenger car, coach, carriage"
170101	"stage"
307554	"bell cote, bell cot"
466447	"sandbar, sand bar"
080134	"bonnet, poke bonnet"
470458	"yawl"
042086	"radiator"
550298	"buckeye, horse chestnut, conker"
565769	"African elephant, Loxodonta africana"
222383	"scoreboard"
210907	"bell cote, bell cot"
535676	"unicycle, monocycle"
313015	"saltshaker, salt shaker"
153008	"airliner"
021075	"American coot, marsh hen, mud hen, water hen, Fulica americana"
367763	"dogsled, dog sled, dog sleigh"
548548	"racket, racquet"
460446	"pizza, pizza pie"
440738	"washbasin, handbasin, washbowl, lavabo, wash-hand basin"
542407	"vizsla, Hungarian pointer"
066647	"medicine chest, medicine cabinet"
394276	"screwdriver"
250162	"park bench"
013835	"church, church building"
048867	"toilet seat"
575717	"hot pot, hotpot"
224083	"umbrella"
278732	"microwave, microwave oven"
468829	"iPod"
159127	"English springer, English springer spaniel"
503250	"milk can"
390664	"Blenheim spaniel"
333492	"ballplayer, baseball player"
560513	"cannon"
104718	"lampshade, lamp shade"
246474	"television, television system"
129725	"toilet seat"
045306	"cornet, horn, trumpet, trump"
222588	"sunglass"
071138	"vestment"
280051	"backpack, back pack, knapsack, packsack, rucksack, haversack"
274286	"hog, pig, grunter, squealer, Sus scrofa"
399512	"fountain"
056226	"triumphal arch"
052626	"ice cream, icecream"
172834	"window shade"
182997	"plate"
341052	"ballplayer, baseball player"
350940	"groom, bridegroom"
408925	"patio, terrace"
386890	"file, file cabinet, filing cabinet"
005756	"stretcher"
341206	"chain"
423988	"ballplayer, baseball player"
335565	"snowplow, snowplough"
481442	"burrito"
437964	"coil, spiral, volute, whorl, helix"
508177	"matchstick"
211956	"water buffalo, water ox, Asiatic buffalo, Bubalus bubalis"
460039	"racket, racquet"
327820	"dogsled, dog sled, dog sleigh"
363548	"streetcar, tram, tramcar, trolley, trolley car"
040085	"worm fence, snake fence, snake-rail fence, Virginia fence"
547428	"breakwater, groin, groyne, mole, bulwark, seawall, jetty"
006846	"horse cart, horse-cart"
211198	"unicycle, monocycle"
307092	"analog clock"
066537	"ballplayer, baseball player"
159929	"racket, racquet"
348478	"barbershop"
029403	"electric locomotive"
416978	"umbrella"
197877	"breakwater, groin, groyne, mole, bulwark, seawall, jetty"
450910	"redbone"
020104	"lakeside, lakeshore"
326373	"ski"
034882	"ballplayer, baseball player"
161818	"Greater Swiss Mountain dog"
122998	"Indian elephant, Elephas maximus"
279522	"remote control, remote"
326689	"crash helmet"
526288	"seashore, coast, seacoast, sea-coast"
412641	"trifle"
007890	"laptop, laptop computer"
521610	"African elephant, Loxodonta africana"
386267	"marimba, xylophone"
276444	"zebra"
383454	"grey whale, gray whale, devilfish, Eschrichtius gibbosus, Eschrichtius robustus"
451825	"car mirror"
054875	"American black bear, black bear, Ursus americanus, Euarctos americanus"
169995	"suit, suit of clothes"
084137	"zebra"
360771	"hair spray"
168413	"passenger car, coach, carriage"
481091	"tow truck, tow car, wrecker"
228029	"toy poodle"
246549	"boxer"
011223	"stage"
309319	"racket, racquet"
501227	"Pembroke, Pembroke Welsh corgi"
071005	"feather boa, boa"
405316	"motor scooter, scooter"
257090	"jigsaw puzzle"
579051	"slot, one-armed bandit"
259798	"water buffalo, water ox, Asiatic buffalo, Bubalus bubalis"
514099	"hamster"
316937	"butcher shop, meat market"
480447	"warplane, military plane"
332472	"albatross, mollymawk"
487114	"plate"
126709	"prison, prison house"
442445	"kelpie"
542937	"llama"
488750	"racket, racquet"
027727	"Scottish deerhound, deerhound"
102976	"ballplayer, baseball player"
119540	"canoe"
055879	"plow, plough"
472003	"ice cream, icecream"
299122	"pizza, pizza pie"
022154	"umbrella"
202548	"bull mastiff"
115950	"American Staffordshire terrier, Staffordshire terrier, American pit bull terrier, pit bull terrier"
520457	"basketball"
024974	"vase"
139049	"water buffalo, water ox, Asiatic buffalo, Bubalus bubalis"
514881	"restaurant, eating house, eating place, eatery"
470026	"chainlink fence"
522312	"sliding door"
398301	"trombone"
227456	"yurt"
100020	"shopping cart"
289312	"airliner"
257928	"barber chair"
241531	"barbershop"
542576	"tray"
579437	"four-poster"
382289	"ballplayer, baseball player"
500967	"pretzel"
137694	"shopping cart"
383902	"vase"
160658	"paddle, boat paddle"
463270	"minibus"
271343	"academic gown, academic robe, judge's robe"
528161	"ice lolly, lolly, lollipop, popsicle"
434602	"brown bear, bruin, Ursus arctos"
241617	"ice cream, icecream"
492291	"orange"
284979	"binoculars, field glasses, opera glasses"
558910	"bakery, bakeshop, bakehouse"
308083	"doormat, welcome mat"
557725	"albatross, mollymawk"
032778	"aircraft carrier, carrier, flattop, attack aircraft carrier"
084013	"ballplayer, baseball player"
362351	"car mirror"
118909	"clumber, clumber spaniel"
170774	"cheetah, chetah, Acinonyx jubatus"
387295	"ram, tup"
315972	"hotdog, hot dog, red hot"
173987	"Border collie"
525501	"breakwater, groin, groyne, mole, bulwark, seawall, jetty"
565665	"toilet seat"
217436	"tabby, tabby cat"
196773	"Welsh springer spaniel"
423537	"baseball"
319096	"desk"
264091	"lakeside, lakeshore"
295537	"bustard"
311965	"mouse, computer mouse"
018780	"pizza, pizza pie"
119244	"ski"
191068	"lampshade, lamp shade"
000825	"Weimaraner"
121610	"park bench"
371839	"vase"
270135	"nipple"
147290	"wall clock"
221874	"barbershop"
289140	"cauliflower"
219335	"dalmatian, coach dog, carriage dog"
413297	"zebra"
378711	"streetcar, tram, tramcar, trolley, trolley car"
286690	"desk"
227975	"mailbox, letter box"
193867	"shopping cart"
372309	"four-poster"
015257	"soccer ball"
072256	"volcano"
575873	"groom, bridegroom"
077236	"diaper, nappy, napkin"
107035	"alp"
245797	"cornet, horn, trumpet, trump"
373697	"restaurant, eating house, eating place, eatery"
365206	"scoreboard"
256284	"ram, tup"
166313	"bathtub, bathing tub, bath, tub"
175250	"warplane, military plane"
438795	"Indian elephant, Elephas maximus"
471824	"bubble"
293763	"toilet seat"
561630	"desktop computer"
519566	"patio, terrace"
447830	"bison"
108819	"streetcar, tram, tramcar, trolley, trolley car"
276200	"home theater, home theatre"
425249	"flamingo"
021531	"plate"
368149	"pole"
282527	"sax, saxophone"
345053	"racket, racquet"
036548	"moped"
507904	"toilet seat"
232987	"zebra"
573653	"frying pan, frypan, skillet"
109427	"megalith, megalithic structure"
482989	"mosquito net"
481464	"electric locomotive"
435041	"steam locomotive"
516114	"jigsaw puzzle"
403882	"wall clock"
418772	"racket, racquet"
345406	"hartebeest"
287029	"pinwheel"
346653	"ambulance"
483757	"bathing cap, swimming cap"
496430	"jackfruit, jak, jack"
479608	"king crab, Alaska crab, Alaskan king crab, Alaska king crab, Paralithodes camtschatica"
175359	"racket, racquet"
339575	"malamute, malemute, Alaskan malamute"
229680	"Band Aid"
043191	"steam locomotive"
266914	"snowplow, snowplough"
327449	"china cabinet, china closet"
448436	"cheetah, chetah, Acinonyx jubatus"
036569	"cucumber, cuke"
032386	"ski"
540838	"hartebeest"
035030	"racket, racquet"
246328	"toaster"
283825	"unicycle, monocycle"
450590	"Irish terrier"
137706	"llama"
351036	"parking meter"
185983	"toilet seat"
334755	"cheeseburger"
402603	"broccoli"
487276	"medicine chest, medicine cabinet"
444800	"bicycle-built-for-two, tandem bicycle, tandem"
383244	"lens cap, lens cover"
470411	"zebra"
220487	"gazelle"
287872	"chocolate sauce, chocolate syrup"
041549	"pirate, pirate ship"
188623	"groom, bridegroom"
434992	"golfcart, golf cart"
400966	"studio couch, day bed"
104952	"turnstile"
572937	"mailbox, letter box"
258770	"swing"
311637	"water buffalo, water ox, Asiatic buffalo, Bubalus bubalis"
511480	"snowplow, snowplough"
181330	"shopping cart"
531645	"bubble"
338629	"patio, terrace"
487870	"ear, spike, capitulum"
016764	"Cardigan, Cardigan Welsh corgi"
218807	"sombrero"
398596	"sandbar, sand bar"
067752	"street sign"
553188	"malinois"
027675	"fire engine, fire truck"
434870	"zebra"
497246	"sarong"
309252	"apiary, bee house"
574944	"airliner"
453664	"apiary, bee house"
267870	"desktop computer"
578307	"racket, racquet"
437857	"burrito"
536365	"hay"
432981	"unicycle, monocycle"
576855	"park bench"
339035	"speedboat"
468009	"killer whale, killer, orca, grampus, sea wolf, Orcinus orca"
052609	"harvester, reaper"
036281	"toyshop"
122157	"ski"
529829	"grocery store, grocery, food market, market"
461170	"mosque"
032675	"barbershop"
536711	"chow, chow chow"
265773	"electric locomotive"
191007	"zebra"
342336	"breakwater, groin, groyne, mole, bulwark, seawall, jetty"
122983	"parachute, chute"
177505	"snowmobile"
255641	"racket, racquet"
178801	"Indian elephant, Elephas maximus"
156594	"stage"
361469	"minibus"
123336	"confectionery, confectionary, candy store"
351146	"cheeseburger"
017890	"ram, tup"
294679	"laptop, laptop computer"
324682	"home theater, home theatre"
111447	"sleeping bag"
036034	"espresso"
439465	"Arabian camel, dromedary, Camelus dromedarius"
311583	"impala, Aepyceros melampus"
103778	"espresso"
287415	"violin, fiddle"
002902	"banana"
503011	"mailbox, letter box"
161278	"ant, emmet, pismire"
576001	"ski"
295647	"megalith, megalithic structure"
028069	"cheetah, chetah, Acinonyx jubatus"
488363	"teddy, teddy bear"
527834	"lab coat, laboratory coat"
337833	"triceratops"
465701	"ant, emmet, pismire"
204919	"Band Aid"
251277	"Arabian camel, dromedary, Camelus dromedarius"
166376	"snowmobile"
353901	"hartebeest"
251111	"vacuum, vacuum cleaner"
423881	"ballplayer, baseball player"
074554	"African elephant, Loxodonta africana"
053142	"tile roof"
346956	"piggy bank, penny bank"
046519	"cash machine, cash dispenser, automated teller machine, automatic teller machine, automated teller, automatic teller, ATM"
577413	"bell cote, bell cot"
536462	"monastery"
466536	"traffic light, traffic signal, stoplight"
225703	"prayer rug, prayer mat"
527183	"Angora, Angora rabbit"
293720	"fire engine, fire truck"
315273	"valley, vale"
289354	"American black bear, black bear, Ursus americanus, Euarctos americanus"
012641	"street sign"
539418	"sandbar, sand bar"
211449	"drum, membranophone, tympan"
000491	"Maltese dog, Maltese terrier, Maltese"
284722	"ski"
328101	"Indian elephant, Elephas maximus"
453883	"pretzel"
544086	"toaster"
077095	"library"
538637	"diaper, nappy, napkin"
252925	"iron, smoothing iron"
062412	"street sign"
448461	"aircraft carrier, carrier, flattop, attack aircraft carrier"
047643	"dogsled, dog sled, dog sleigh"
305762	"flagpole, flagstaff"
071244	"pizza, pizza pie"
150435	"bow tie, bow-tie, bowtie"
191016	"refrigerator, icebox"
455824	"analog clock"
540259	"switch, electric switch, electrical switch"
023803	"ice cream, icecream"
565564	"washbasin, handbasin, washbowl, lavabo, wash-hand basin"
064114	"bakery, bakeshop, bakehouse"
170990	"vase"
239337	"seashore, coast, seacoast, sea-coast"
365659	"bakery, bakeshop, bakehouse"
229550	"African elephant, Loxodonta africana"
554464	"lawn mower, mower"
292818	"tub, vat"
233926	"Indian elephant, Elephas maximus"
546274	"paddle, boat paddle"
170513	"groom, bridegroom"
003917	"plate"
190581	"sewing machine"
363247	"printer"
415571	"studio couch, day bed"
189404	"water buffalo, water ox, Asiatic buffalo, Bubalus bubalis"
319465	"bassinet"
323056	"king penguin, Aptenodytes patagonica"
064722	"Irish wolfhound"
577725	"home theater, home theatre"
304759	"bagel, beigel"
350063	"mailbox, letter box"
089288	"baseball"
224149	"French loaf"
498372	"jigsaw puzzle"
556739	"motor scooter, scooter"
300467	"racket, racquet"
477585	"ballplayer, baseball player"
192513	"baseball"
222871	"park bench"
110674	"paddle, boat paddle"
519628	"electric fan, blower"
295563	"tiger cat"
105079	"snowmobile"
254005	"pedestal, plinth, footstall"
213529	"unicycle, monocycle"
486451	"passenger car, coach, carriage"
377421	"dock, dockage, docking facility"
095676	"baseball"
299488	"traffic light, traffic signal, stoplight"
164921	"English setter"
265839	"cucumber, cuke"
440610	"pelican"
543881	"racket, racquet"
463856	"dock, dockage, docking facility"
194273	"obelisk"
368293	"snowplow, snowplough"
131127	"rugby ball"
406772	"unicycle, monocycle"
260400	"zebra"
374418	"steel drum"
010046	"bagel, beigel"
515195	"African elephant, Loxodonta africana"
525027	"convertible"
526008	"street sign"
190234	"barber chair"
059110	"park bench"
054966	"motor scooter, scooter"
182164	"projectile, missile"
023639	"ballplayer, baseball player"
243354	"crutch"
302383	"trolleybus, trolley coach, trackless trolley"
039777	"ballplayer, baseball player"
545833	"bison"
157610	"park bench"
542484	"horse cart, horse-cart"
040165	"West Highland white terrier"
411505	"jay"
152980	"African elephant, Loxodonta africana"
450455	"plane, carpenter's plane, woodworking plane"
398936	"ballplayer, baseball player"
072435	"Irish terrier"
082901	"ski"
405150	"vault"
101127	"bookcase"
485852	"moped"
440614	"Crock Pot"
383816	"snowmobile"
171649	"umbrella"
439720	"streetcar, tram, tramcar, trolley, trolley car"
349925	"paddle, boat paddle"
226125	"ballplayer, baseball player"
317509	"teddy, teddy bear"
053597	"cheetah, chetah, Acinonyx jubatus"
212303	"swing"
489608	"water tower"
415903	"groom, bridegroom"
359772	"space bar"
459082	"trolleybus, trolley coach, trackless trolley"
274949	"racket, racquet"
456422	"ping-pong ball"
403798	"miniature pinscher"
147960	"chain saw, chainsaw"
149030	"racer, race car, racing car"
177516	"plate"
572949	"desk"
383639	"cinema, movie theater, movie theatre, movie house, picture palace"
475980	"black-footed ferret, ferret, Mustela nigripes"
092464	"toyshop"
429895	"upright, upright piano"
157341	"langur"
018418	"maypole"
060774	"ashcan, trash can, garbage can, wastebin, ash bin, ash-bin, ashbin, dustbin, trash barrel, trash bin"
132710	"ski"
321897	"analog clock"
018647	"zebra"
444340	"prison, prison house"
191093	"ballplayer, baseball player"
403773	"passenger car, coach, carriage"
408431	"desk"
525035	"warplane, military plane"
382652	"impala, Aepyceros melampus"
274734	"clog, geta, patten, sabot"
074080	"marimba, xylophone"
489542	"crayfish, crawfish, crawdad, crawdaddy"
469347	"swimming trunks, bathing trunks"
282099	"oxcart"
116588	"microwave, microwave oven"
246218	"cheeseburger"
203188	"hotdog, hot dog, red hot"
519759	"carbonara"
046029	"space heater"
202414	"cheeseburger"
155165	"ballplayer, baseball player"
158370	"shopping cart"
580146	"snowmobile"
126906	"television, television system"
443684	"Indian elephant, Elephas maximus"
095667	"crate"
229594	"dome"
466047	"chain saw, chainsaw"
530786	"dock, dockage, docking facility"
307940	"parachute, chute"
480443	"dome"
231500	"laptop, laptop computer"
235646	"llama"
137884	"racket, racquet"
033329	"church, church building"
398287	"park bench"
371038	"sorrel"
066785	"parachute, chute"
563436	"beagle"
368840	"lawn mower, mower"
096526	"hard disc, hard disk, fixed disk"
246375	"cheetah, chetah, Acinonyx jubatus"
572439	"go-kart"
487869	"diaper, nappy, napkin"
243102	"airliner"
323494	"zebra"
120858	"zebra"
142298	"medicine chest, medicine cabinet"
326925	"wall clock"
336192	"ruffed grouse, partridge, Bonasa umbellus"
465676	"Indian elephant, Elephas maximus"
300369	"ski"
273548	"megalith, megalithic structure"
220751	"bell cote, bell cot"
003305	"hummingbird"
073264	"guacamole"
338642	"pajama, pyjama, pj's, jammies"
165043	"zebra"
319227	"gondola"
137339	"quilt, comforter, comfort, puff"
502719	"viaduct"
524286	"computer keyboard, keypad"
254194	"ballplayer, baseball player"
538977	"ski"
087705	"motor scooter, scooter"
504531	"electric locomotive"
324228	"motor scooter, scooter"
225036	"puck, hockey puck"
458541	"pedestal, plinth, footstall"
033435	"maypole"
238858	"lemon"
511577	"washbasin, handbasin, washbowl, lavabo, wash-hand basin"
108287	"French loaf"
496746	"cucumber, cuke"
416018	"television, television system"
435543	"tick"
436809	"umbrella"
450608	"paddle, boat paddle"
093018	"plate"
297570	"parachute, chute"
367715	"Lakeland terrier"
551590	"jigsaw puzzle"
361692	"seashore, coast, seacoast, sea-coast"
483142	"tusker"
451493	"bucket, pail"
287927	"toilet tissue, toilet paper, bathroom tissue"
425685	"patio, terrace"
025485	"cello, violoncello"
443984	"snail"
319322	"mountain tent"
215201	"crash helmet"
299641	"lakeside, lakeshore"
491943	"pomegranate"
219158	"Indian elephant, Elephas maximus"
049796	"container ship, containership, container vessel"
077721	"dining table, board"
220399	"king crab, Alaska crab, Alaskan king crab, Alaska king crab, Paralithodes camtschatica"
215782	"traffic light, traffic signal, stoplight"
145241	"remote control, remote"
286144	"drilling platform, offshore rig"
465975	"lakeside, lakeshore"
160994	"lab coat, laboratory coat"
292868	"bell cote, bell cot"
241281	"trolleybus, trolley coach, trackless trolley"
353133	"tusker"
572036	"ballplayer, baseball player"
034616	"shoe shop, shoe-shop, shoe store"
166018	"crate"
053532	"barbershop"
559585	"wine bottle"
398917	"bighorn, bighorn sheep, cimarron, Rocky Mountain bighorn, Rocky Mountain sheep, Ovis canadensis"
107277	"washbasin, handbasin, washbowl, lavabo, wash-hand basin"
072733	"rapeseed"
544349	"water jug"
525101	"electric locomotive"
139285	"hotdog, hot dog, red hot"
133940	"bath towel"
063238	"burrito"
089141	"ostrich, Struthio camelus"
047629	"washbasin, handbasin, washbowl, lavabo, wash-hand basin"
149223	"washbasin, handbasin, washbowl, lavabo, wash-hand basin"
469894	"zebra"
381366	"lab coat, laboratory coat"
210791	"ballplayer, baseball player"
518157	"academic gown, academic robe, judge's robe"
336078	"groom, bridegroom"
063307	"ballplayer, baseball player"
311999	"shower curtain"
451620	"unicycle, monocycle"
358741	"ox"
389074	"basketball"
070827	"groom, bridegroom"
142440	"seat belt, seatbelt"
513505	"radiator"
128512	"go-kart"
212671	"backpack, back pack, knapsack, packsack, rucksack, haversack"
514391	"hotdog, hot dog, red hot"
133137	"suspension bridge"
234454	"pug, pug-dog"
284056	"Weimaraner"
440105	"crash helmet"
363433	"crutch"
497113	"mixing bowl"
184377	"jinrikisha, ricksha, rickshaw"
316495	"bicycle-built-for-two, tandem bicycle, tandem"
405959	"brass, memorial tablet, plaque"
482209	"aircraft carrier, carrier, flattop, attack aircraft carrier"
567179	"tub, vat"
164141	"lynx, catamount"
189405	"frying pan, frypan, skillet"
120827	"motor scooter, scooter"
274254	"microwave, microwave oven"
444958	"ballplayer, baseball player"
158601	"sea lion"
304584	"assault rifle, assault gun"
195857	"passenger car, coach, carriage"
055886	"freight car"
216221	"water buffalo, water ox, Asiatic buffalo, Bubalus bubalis"
461286	"racket, racquet"
171837	"bathing cap, swimming cap"
443604	"umbrella"
314556	"wooden spoon"
487778	"lumbermill, sawmill"
283144	"banana"
054804	"school bus"
045885	"apiary, bee house"
530894	"barbershop"
299672	"electric locomotive"
482722	"electric locomotive"
364491	"liner, ocean liner"
488828	"African elephant, Loxodonta africana"
096481	"brown bear, bruin, Ursus arctos"
265237	"sock"
211118	"tricycle, trike, velocipede"
539233	"projector"
187111	"airliner"
264930	"lakeside, lakeshore"
373727	"entertainment center"
488747	"water buffalo, water ox, Asiatic buffalo, Bubalus bubalis"
313637	"cheetah, chetah, Acinonyx jubatus"
011420	"bathtub, bathing tub, bath, tub"
273204	"rugby ball"
019929	"shoe shop, shoe-shop, shoe store"
518357	"slot, one-armed bandit"
162230	"bagel, beigel"
